Year,Sex,Age_Group,Education_Level,State,Number_Individuals
2018,Female,65 and older,Associate's degree,Vermont,5272
2018,Female,65 and older,Bachelor's degree,Vermont,12250
2018,Female,65 and older,Graduate or professional degree,Vermont,11101
2019,Male,18-24,Less than 9th grade,Vermont,433
2019,Male,18-24,"9th to 12th grade, no diploma",Vermont,2451
2019,Male,18-24,High school graduate (includes equivalency),Vermont,12711
2019,Male,18-24,"Some college, no degree",Vermont,11666
2019,Male,18-24,Associate's degree,Vermont,1234
2019,Male,18-24,Bachelor's degree,Vermont,4096
2019,Male,18-24,Graduate or professional degree,Vermont,0
2019,Male,25-34,Less than 9th grade,Vermont,221
2019,Male,25-34,"9th to 12th grade, no diploma",Vermont,2734
2019,Male,25-34,High school graduate (includes equivalency),Vermont,13290
2019,Male,25-34,"Some college, no degree",Vermont,6381
2019,Male,25-34,Associate's degree,Vermont,2865
2019,Male,25-34,Bachelor's degree,Vermont,11133
2019,Male,25-34,Graduate or professional degree,Vermont,3275
2019,Male,35-44,Less than 9th grade,Vermont,804
2019,Male,35-44,"9th to 12th grade, no diploma",Vermont,1722
2019,Male,35-44,High school graduate (includes equivalency),Vermont,10018
2019,Male,35-44,"Some college, no degree",Vermont,6446
2019,Male,35-44,Associate's degree,Vermont,2674
2019,Male,35-44,Bachelor's degree,Vermont,8937
2019,Male,35-44,Graduate or professional degree,Vermont,4838
2019,Male,45-64,Less than 9th grade,Vermont,1559
2019,Male,45-64,"9th to 12th grade, no diploma",Vermont,6009
2019,Male,45-64,High school graduate (includes equivalency),Vermont,29312
2019,Male,45-64,"Some college, no degree",Vermont,12686
2019,Male,45-64,Associate's degree,Vermont,7453
2019,Male,45-64,Bachelor's degree,Vermont,16368
2019,Male,45-64,Graduate or professional degree,Vermont,11215
2019,Male,65 and older,Less than 9th grade,Vermont,2245
2019,Male,65 and older,"9th to 12th grade, no diploma",Vermont,2948
2019,Male,65 and older,High school graduate (includes equivalency),Vermont,17969
2019,Male,65 and older,"Some college, no degree",Vermont,9708
2019,Male,65 and older,Associate's degree,Vermont,4136
2019,Male,65 and older,Bachelor's degree,Vermont,10310
2019,Male,65 and older,Graduate or professional degree,Vermont,10469
2019,Female,18-24,Less than 9th grade,Vermont,296
2019,Female,18-24,"9th to 12th grade, no diploma",Vermont,1983
2019,Female,18-24,High school graduate (includes equivalency),Vermont,8546
2019,Female,18-24,"Some college, no degree",Vermont,16462
2019,Female,18-24,Associate's degree,Vermont,1260
2019,Female,18-24,Bachelor's degree,Vermont,3384
2019,Female,18-24,Graduate or professional degree,Vermont,350
2019,Female,25-34,Less than 9th grade,Vermont,502
2019,Female,25-34,"9th to 12th grade, no diploma",Vermont,1350
2019,Female,25-34,High school graduate (includes equivalency),Vermont,7515
2019,Female,25-34,"Some college, no degree",Vermont,6504
2019,Female,25-34,Associate's degree,Vermont,2957
2019,Female,25-34,Bachelor's degree,Vermont,12201
2019,Female,25-34,Graduate or professional degree,Vermont,5721
2019,Female,35-44,Less than 9th grade,Vermont,620
2019,Female,35-44,"9th to 12th grade, no diploma",Vermont,1143
2019,Female,35-44,High school graduate (includes equivalency),Vermont,6676
2019,Female,35-44,"Some college, no degree",Vermont,5725
2019,Female,35-44,Associate's degree,Vermont,3505
2019,Female,35-44,Bachelor's degree,Vermont,9070
2019,Female,35-44,Graduate or professional degree,Vermont,8637
2019,Female,45-64,Less than 9th grade,Vermont,1243
2019,Female,45-64,"9th to 12th grade, no diploma",Vermont,2538
2019,Female,45-64,High school graduate (includes equivalency),Vermont,22975
2019,Female,45-64,"Some college, no degree",Vermont,16346
2019,Female,45-64,Associate's degree,Vermont,9299
2019,Female,45-64,Bachelor's degree,Vermont,19651
2019,Female,45-64,Graduate or professional degree,Vermont,16239
2019,Female,65 and older,Less than 9th grade,Vermont,2374
2019,Female,65 and older,"9th to 12th grade, no diploma",Vermont,2846
2019,Female,65 and older,High school graduate (includes equivalency),Vermont,21499
2019,Female,65 and older,"Some college, no degree",Vermont,10672
2019,Female,65 and older,Associate's degree,Vermont,5817
2019,Female,65 and older,Bachelor's degree,Vermont,13345
2019,Female,65 and older,Graduate or professional degree,Vermont,10863
2021,Male,18-24,Less than 9th grade,Vermont,144
2021,Male,18-24,"9th to 12th grade, no diploma",Vermont,2974
2021,Male,18-24,High school graduate (includes equivalency),Vermont,11626
2021,Male,18-24,"Some college, no degree",Vermont,13804
2021,Male,18-24,Associate's degree,Vermont,1420
2021,Male,18-24,Bachelor's degree,Vermont,4147
2021,Male,18-24,Graduate or professional degree,Vermont,105
2021,Male,25-34,Less than 9th grade,Vermont,290
2021,Male,25-34,"9th to 12th grade, no diploma",Vermont,1533
2021,Male,25-34,High school graduate (includes equivalency),Vermont,11548
2021,Male,25-34,"Some college, no degree",Vermont,5942
2021,Male,25-34,Associate's degree,Vermont,2760
2021,Male,25-34,Bachelor's degree,Vermont,13714
2021,Male,25-34,Graduate or professional degree,Vermont,2798
2021,Male,35-44,Less than 9th grade,Vermont,303
2021,Male,35-44,"9th to 12th grade, no diploma",Vermont,2276
2021,Male,35-44,High school graduate (includes equivalency),Vermont,8926
2021,Male,35-44,"Some college, no degree",Vermont,7361
2021,Male,35-44,Associate's degree,Vermont,3738
2021,Male,35-44,Bachelor's degree,Vermont,10823
2021,Male,35-44,Graduate or professional degree,Vermont,5104
2021,Male,45-64,Less than 9th grade,Vermont,2156
2021,Male,45-64,"9th to 12th grade, no diploma",Vermont,4418
2021,Male,45-64,High school graduate (includes equivalency),Vermont,28227
2021,Male,45-64,"Some college, no degree",Vermont,12040
2021,Male,45-64,Associate's degree,Vermont,6550
2021,Male,45-64,Bachelor's degree,Vermont,20164
2021,Male,45-64,Graduate or professional degree,Vermont,12700
2021,Male,65 and older,Less than 9th grade,Vermont,2533
2021,Male,65 and older,"9th to 12th grade, no diploma",Vermont,2502
2021,Male,65 and older,High school graduate (includes equivalency),Vermont,16468
2021,Male,65 and older,"Some college, no degree",Vermont,10597
2021,Male,65 and older,Associate's degree,Vermont,4090
2021,Male,65 and older,Bachelor's degree,Vermont,12927
2021,Male,65 and older,Graduate or professional degree,Vermont,13358
2021,Female,18-24,Less than 9th grade,Vermont,237
2021,Female,18-24,"9th to 12th grade, no diploma",Vermont,2649
2021,Female,18-24,High school graduate (includes equivalency),Vermont,8722
2021,Female,18-24,"Some college, no degree",Vermont,13994
2021,Female,18-24,Associate's degree,Vermont,1141
2021,Female,18-24,Bachelor's degree,Vermont,4825
2021,Female,18-24,Graduate or professional degree,Vermont,310
2021,Female,25-34,Less than 9th grade,Vermont,135
2021,Female,25-34,"9th to 12th grade, no diploma",Vermont,705
2021,Female,25-34,High school graduate (includes equivalency),Vermont,6947
2021,Female,25-34,"Some college, no degree",Vermont,4988
2021,Female,25-34,Associate's degree,Vermont,3150
2021,Female,25-34,Bachelor's degree,Vermont,15600
2021,Female,25-34,Graduate or professional degree,Vermont,6362
2021,Female,35-44,Less than 9th grade,Vermont,74
2021,Female,35-44,"9th to 12th grade, no diploma",Vermont,805
2021,Female,35-44,High school graduate (includes equivalency),Vermont,6555
2021,Female,35-44,"Some college, no degree",Vermont,6488
2021,Female,35-44,Associate's degree,Vermont,3590
2021,Female,35-44,Bachelor's degree,Vermont,12168
2021,Female,35-44,Graduate or professional degree,Vermont,10057
2021,Female,45-64,Less than 9th grade,Vermont,340
2021,Female,45-64,"9th to 12th grade, no diploma",Vermont,2853
2021,Female,45-64,High school graduate (includes equivalency),Vermont,20937
2021,Female,45-64,"Some college, no degree",Vermont,13343
2021,Female,45-64,Associate's degree,Vermont,8394
2021,Female,45-64,Bachelor's degree,Vermont,21365
2021,Female,45-64,Graduate or professional degree,Vermont,21305
2021,Female,65 and older,Less than 9th grade,Vermont,1935
2021,Female,65 and older,"9th to 12th grade, no diploma",Vermont,2369
2021,Female,65 and older,High school graduate (includes equivalency),Vermont,21551
2021,Female,65 and older,"Some college, no degree",Vermont,12149
2021,Female,65 and older,Associate's degree,Vermont,5518
2021,Female,65 and older,Bachelor's degree,Vermont,13612
2021,Female,65 and older,Graduate or professional degree,Vermont,13564
2022,Male,18-24,Less than 9th grade,Vermont,1041
2022,Male,18-24,"9th to 12th grade, no diploma",Vermont,2955
2022,Male,18-24,High school graduate (includes equivalency),Vermont,12039
2022,Male,18-24,"Some college, no degree",Vermont,12683
2022,Male,18-24,Associate's degree,Vermont,908
2022,Male,18-24,Bachelor's degree,Vermont,3012
2022,Male,18-24,Graduate or professional degree,Vermont,133
2022,Male,25-34,Less than 9th grade,Vermont,396
2022,Male,25-34,"9th to 12th grade, no diploma",Vermont,816
2022,Male,25-34,High school graduate (includes equivalency),Vermont,11012
2022,Male,25-34,"Some college, no degree",Vermont,7554
2022,Male,25-34,Associate's degree,Vermont,2726
2022,Male,25-34,Bachelor's degree,Vermont,13911
2022,Male,25-34,Graduate or professional degree,Vermont,3668
2022,Male,35-44,Less than 9th grade,Vermont,342
2022,Male,35-44,"9th to 12th grade, no diploma",Vermont,1610
2022,Male,35-44,High school graduate (includes equivalency),Vermont,10700
2022,Male,35-44,"Some college, no degree",Vermont,6274
2022,Male,35-44,Associate's degree,Vermont,3478
2022,Male,35-44,Bachelor's degree,Vermont,10389
2022,Male,35-44,Graduate or professional degree,Vermont,6895
2022,Male,45-64,Less than 9th grade,Vermont,1493
2022,Male,45-64,"9th to 12th grade, no diploma",Vermont,3885
2022,Male,45-64,High school graduate (includes equivalency),Vermont,27403
2022,Male,45-64,"Some college, no degree",Vermont,11834
2022,Male,45-64,Associate's degree,Vermont,9067
2022,Male,45-64,Bachelor's degree,Vermont,16956
2022,Male,45-64,Graduate or professional degree,Vermont,13589
2022,Male,65 and older,Less than 9th grade,Vermont,2207
2022,Male,65 and older,"9th to 12th grade, no diploma",Vermont,2881
2022,Male,65 and older,High school graduate (includes equivalency),Vermont,17660
2022,Male,65 and older,"Some college, no degree",Vermont,10598
2022,Male,65 and older,Associate's degree,Vermont,5041
2022,Male,65 and older,Bachelor's degree,Vermont,13478
2022,Male,65 and older,Graduate or professional degree,Vermont,13830
2022,Female,18-24,Less than 9th grade,Vermont,249
2022,Female,18-24,"9th to 12th grade, no diploma",Vermont,2655
2022,Female,18-24,High school graduate (includes equivalency),Vermont,10566
2022,Female,18-24,"Some college, no degree",Vermont,13052
2022,Female,18-24,Associate's degree,Vermont,1811
2022,Female,18-24,Bachelor's degree,Vermont,4583
2022,Female,18-24,Graduate or professional degree,Vermont,0
2022,Female,25-34,Less than 9th grade,Vermont,386
2022,Female,25-34,"9th to 12th grade, no diploma",Vermont,367
2022,Female,25-34,High school graduate (includes equivalency),Vermont,8373
2022,Female,25-34,"Some college, no degree",Vermont,5879
2022,Female,25-34,Associate's degree,Vermont,2930
2022,Female,25-34,Bachelor's degree,Vermont,13675
2022,Female,25-34,Graduate or professional degree,Vermont,5822
2022,Female,35-44,Less than 9th grade,Vermont,246
2022,Female,35-44,"9th to 12th grade, no diploma",Vermont,1044
2022,Female,35-44,High school graduate (includes equivalency),Vermont,6461
2022,Female,35-44,"Some college, no degree",Vermont,4659
2022,Female,35-44,Associate's degree,Vermont,3781
2022,Female,35-44,Bachelor's degree,Vermont,11998
2022,Female,35-44,Graduate or professional degree,Vermont,12302
2022,Female,45-64,Less than 9th grade,Vermont,831
2022,Female,45-64,"9th to 12th grade, no diploma",Vermont,2858
2022,Female,45-64,High school graduate (includes equivalency),Vermont,19184
2022,Female,45-64,"Some college, no degree",Vermont,14805
2022,Female,45-64,Associate's degree,Vermont,8956
2022,Female,45-64,Bachelor's degree,Vermont,19863
2022,Female,45-64,Graduate or professional degree,Vermont,19398
2022,Female,65 and older,Less than 9th grade,Vermont,1808
2022,Female,65 and older,"9th to 12th grade, no diploma",Vermont,2298
2022,Female,65 and older,High school graduate (includes equivalency),Vermont,20989
2022,Female,65 and older,"Some college, no degree",Vermont,12584
2022,Female,65 and older,Associate's degree,Vermont,5388
2022,Female,65 and older,Bachelor's degree,Vermont,14363
2022,Female,65 and older,Graduate or professional degree,Vermont,16702
2023,Male,18-24,Less than 9th grade,Vermont,234
2023,Male,18-24,"9th to 12th grade, no diploma",Vermont,2635
2023,Male,18-24,High school graduate (includes equivalency),Vermont,13399
2023,Male,18-24,"Some college, no degree",Vermont,11683
2023,Male,18-24,Associate's degree,Vermont,1067
2023,Male,18-24,Bachelor's degree,Vermont,3092
2023,Male,18-24,Graduate or professional degree,Vermont,142
2023,Male,25-34,Less than 9th grade,Vermont,153
2023,Male,25-34,"9th to 12th grade, no diploma",Vermont,1555
2023,Male,25-34,High school graduate (includes equivalency),Vermont,13387
2023,Male,25-34,"Some college, no degree",Vermont,6557
2023,Male,25-34,Associate's degree,Vermont,3246
2023,Male,25-34,Bachelor's degree,Vermont,10997
2023,Male,25-34,Graduate or professional degree,Vermont,2229
2023,Male,35-44,Less than 9th grade,Vermont,400
2023,Male,35-44,"9th to 12th grade, no diploma",Vermont,1327
2023,Male,35-44,High school graduate (includes equivalency),Vermont,11190
2023,Male,35-44,"Some college, no degree",Vermont,6299
2023,Male,35-44,Associate's degree,Vermont,2914
2023,Male,35-44,Bachelor's degree,Vermont,11523
2023,Male,35-44,Graduate or professional degree,Vermont,7467
2023,Male,45-64,Less than 9th grade,Vermont,1579
2023,Male,45-64,"9th to 12th grade, no diploma",Vermont,3298
2023,Male,45-64,High school graduate (includes equivalency),Vermont,26579
2023,Male,45-64,"Some college, no degree",Vermont,12337
2023,Male,45-64,Associate's degree,Vermont,7300
2023,Male,45-64,Bachelor's degree,Vermont,19820
2023,Male,45-64,Graduate or professional degree,Vermont,13550
2023,Male,65 and older,Less than 9th grade,Vermont,1990
2023,Male,65 and older,"9th to 12th grade, no diploma",Vermont,2512
2023,Male,65 and older,High school graduate (includes equivalency),Vermont,20694
2023,Male,65 and older,"Some college, no degree",Vermont,10611
2023,Male,65 and older,Associate's degree,Vermont,4975
2023,Male,65 and older,Bachelor's degree,Vermont,13665
2023,Male,65 and older,Graduate or professional degree,Vermont,12787
2023,Female,18-24,Less than 9th grade,Vermont,115
2023,Female,18-24,"9th to 12th grade, no diploma",Vermont,2444
2023,Female,18-24,High school graduate (includes equivalency),Vermont,9689
2023,Female,18-24,"Some college, no degree",Vermont,11283
2023,Female,18-24,Associate's degree,Vermont,1129
2023,Female,18-24,Bachelor's degree,Vermont,4269
2023,Female,18-24,Graduate or professional degree,Vermont,202
2023,Female,25-34,Less than 9th grade,Vermont,97
2023,Female,25-34,"9th to 12th grade, no diploma",Vermont,726
2023,Female,25-34,High school graduate (includes equivalency),Vermont,7220
2023,Female,25-34,"Some college, no degree",Vermont,6326
2023,Female,25-34,Associate's degree,Vermont,2225
2023,Female,25-34,Bachelor's degree,Vermont,14581
