"Year","Category","State","Value"
"2021","Percent_Households_100000_149999","South Dakota",16.7
"2021","Total_Households_100000_149999","South Dakota",59600.129
"2021","Percent_Households_150000_199999","South Dakota",5.7
"2021","Total_Households_150000_199999","South Dakota",20342.559
"2021","Percent_Households_200000_or_more","South Dakota",5.7
"2021","Total_Households_200000_or_more","South Dakota",20342.559
"2021","Households_median_income_(dollars)","South Dakota",66143
"2021","Household_mean_income_(dollars)","South Dakota",86194
"2021","Total_Families","South Dakota",221214
"2021","Percent_Families_Less_10000","South Dakota",2.9
"2021","Total_Families_Less_10000","South Dakota",6415.206
"2021","Percent_Families_10000_14999","South Dakota",1.8
"2021","Total_Families_10000_14999","South Dakota",3981.852
"2021","Percent_Families_15000_24999","South Dakota",4.8
"2021","Total_Families_15000_24999","South Dakota",10618.272
"2021","Percent_Families_25000_34999","South Dakota",5.3
"2021","Total_Families_25000_34999","South Dakota",11724.342
"2021","Percent_Families_35000_49999","South Dakota",10.1
"2021","Total_Families_35000_49999","South Dakota",22342.614
"2021","Percent_Families_50000_74999","South Dakota",18.4
"2021","Total_Families_50000_74999","South Dakota",40703.376
"2021","Percent_Families_75000_99999","South Dakota",18.7
"2021","Total_Families_75000_99999","South Dakota",41367.018
"2021","Percent_Families_100000_149999","South Dakota",21.8
"2021","Total_Families_100000_149999","South Dakota",48224.652
"2021","Percent_Families_150000_199999","South Dakota",7.9
"2021","Total_Families_150000_199999","South Dakota",17475.906
"2021","Percent_Families_200000_or_more","South Dakota",8.2
"2021","Total_Families_200000_or_more","South Dakota",18139.548
"2021","Families_median_income_(dollars)","South Dakota",82562
"2021","Families_mean_income_(dollars)","South Dakota",105008
"2021","Total_Married-couple-families","South Dakota",175003
"2021","Percent_Married-couple-families_Less_10000","South Dakota",1.2
"2021","Total_Married-couple-families_Less_10000","South Dakota",2100.036
"2021","Percent_Married-couple-families_10000_14999","South Dakota",1
"2021","Total_Married-couple-families_10000_14999","South Dakota",1750.03
"2021","Percent_Married-couple-families_15000_24999","South Dakota",2.8
"2021","Total_Married-couple-families_15000_24999","South Dakota",4900.084
"2021","Percent_Married-couple-families_25000_34999","South Dakota",3.1
"2021","Total_Married-couple-families_25000_34999","South Dakota",5425.093
"2021","Percent_Married-couple-families_35000_49999","South Dakota",7.8
"2021","Total_Married-couple-families_35000_49999","South Dakota",13650.234
"2021","Percent_Married-couple-families_50000_74999","South Dakota",18
"2021","Total_Married-couple-families_50000_74999","South Dakota",31500.54
"2021","Percent_Married-couple-families_75000_99999","South Dakota",21
"2021","Total_Married-couple-families_75000_99999","South Dakota",36750.63
"2021","Percent_Married-couple-families_100000_149999","South Dakota",25.6
"2021","Total_Married-couple-families_100000_149999","South Dakota",44800.768
"2021","Percent_Married-couple-families_150000_199999","South Dakota",9.7
"2021","Total_Married-couple-families_150000_199999","South Dakota",16975.291
"2021","Percent_Married-couple-families_200000_or_more","South Dakota",9.8
"2021","Total_Married-couple-families_200000_or_more","South Dakota",17150.294
"2021","Married-couple-families_median_income_(dollars)","South Dakota",93567
"2021","Married-couple-families_mean_income_(dollars)","South Dakota",118049
"2021","Total_Nonfamily_households","South Dakota",135673
"2021","Percent_Nonfamily_households_Less_10000","South Dakota",8.4
"2021","Total_Nonfamily_households_Less_10000","South Dakota",11396.532
"2021","Percent_Nonfamily_households_10000_14999","South Dakota",7.4
"2021","Total_Nonfamily_households_10000_14999","South Dakota",10039.802
"2021","Percent_Nonfamily_households_15000_24999","South Dakota",13.9
"2021","Total_Nonfamily_households_15000_24999","South Dakota",18858.547
"2021","Percent_Nonfamily_households_25000_34999","South Dakota",14.3
"2021","Total_Nonfamily_households_25000_34999","South Dakota",19401.239
"2021","Percent_Nonfamily_households_35000_49999","South Dakota",17.1
"2021","Total_Nonfamily_households_35000_49999","South Dakota",23200.083
"2021","Percent_Nonfamily_households_50000_74999","South Dakota",19.3
"2021","Total_Nonfamily_households_50000_74999","South Dakota",26184.889
"2021","Percent_Nonfamily_households_75000_99999","South Dakota",9
"2021","Total_Nonfamily_households_75000_99999","South Dakota",12210.57
"2021","Percent_Nonfamily_households_100000_149999","South Dakota",7.5
"2021","Total_Nonfamily_households_100000_149999","South Dakota",10175.475
"2021","Percent_Nonfamily_households_150000_199999","South Dakota",1.8
"2021","Total_Nonfamily_households_150000_199999","South Dakota",2442.114
"2021","Percent_Nonfamily_households_200000_or_more","South Dakota",1.4
"2021","Total_Nonfamily_households_200000_or_more","South Dakota",1899.422
"2021","Nonfamily_households_median_income_(dollars)","South Dakota",40405
"2021","Nonfamily_households_mean_income_(dollars)","South Dakota",53024
"2022","Total_Households","South Dakota",368300
"2022","Percent_Households_Less_10000","South Dakota",5
"2022","Total_Households_Less_10000","South Dakota",18415
"2022","Percent_Households_10000_14999","South Dakota",3.8
"2022","Total_Households_10000_14999","South Dakota",13995.4
"2022","Percent_Households_15000_24999","South Dakota",7.3
"2022","Total_Households_15000_24999","South Dakota",26885.9
"2022","Percent_Households_25000_34999","South Dakota",7.5
"2022","Total_Households_25000_34999","South Dakota",27622.5
"2022","Percent_Households_35000_49999","South Dakota",11.5
"2022","Total_Households_35000_49999","South Dakota",42354.5
"2022","Percent_Households_50000_74999","South Dakota",18.4
"2022","Total_Households_50000_74999","South Dakota",67767.2
"2022","Percent_Households_75000_99999","South Dakota",14.3
"2022","Total_Households_75000_99999","South Dakota",52666.9
"2022","Percent_Households_100000_149999","South Dakota",18.2
"2022","Total_Households_100000_149999","South Dakota",67030.6
"2022","Percent_Households_150000_199999","South Dakota",7.1
"2022","Total_Households_150000_199999","South Dakota",26149.3
"2022","Percent_Households_200000_or_more","South Dakota",6.9
"2022","Total_Households_200000_or_more","South Dakota",25412.7
"2022","Households_median_income_(dollars)","South Dakota",69728
"2022","Household_mean_income_(dollars)","South Dakota",90806
"2022","Total_Families","South Dakota",224853
"2022","Percent_Families_Less_10000","South Dakota",2.8
"2022","Total_Families_Less_10000","South Dakota",6295.884
"2022","Percent_Families_10000_14999","South Dakota",1.4
"2022","Total_Families_10000_14999","South Dakota",3147.942
"2022","Percent_Families_15000_24999","South Dakota",4.3
"2022","Total_Families_15000_24999","South Dakota",9668.679
"2022","Percent_Families_25000_34999","South Dakota",4.6
"2022","Total_Families_25000_34999","South Dakota",10343.238
"2022","Percent_Families_35000_49999","South Dakota",8.8
"2022","Total_Families_35000_49999","South Dakota",19787.064
"2022","Percent_Families_50000_74999","South Dakota",17.9
"2022","Total_Families_50000_74999","South Dakota",40248.687
"2022","Percent_Families_75000_99999","South Dakota",16.8
"2022","Total_Families_75000_99999","South Dakota",37775.304
"2022","Percent_Families_100000_149999","South Dakota",23.9
"2022","Total_Families_100000_149999","South Dakota",53739.867
"2022","Percent_Families_150000_199999","South Dakota",10
"2022","Total_Families_150000_199999","South Dakota",22485.3
"2022","Percent_Families_200000_or_more","South Dakota",9.5
"2022","Total_Families_200000_or_more","South Dakota",21361.035
"2022","Families_median_income_(dollars)","South Dakota",89573
"2022","Families_mean_income_(dollars)","South Dakota",110227
"2022","Total_Married-couple-families","South Dakota",177786
"2022","Percent_Married-couple-families_Less_10000","South Dakota",1
"2022","Total_Married-couple-families_Less_10000","South Dakota",1777.86
"2022","Percent_Married-couple-families_10000_14999","South Dakota",0.9
"2022","Total_Married-couple-families_10000_14999","South Dakota",1600.074
"2022","Percent_Married-couple-families_15000_24999","South Dakota",2.7
"2022","Total_Married-couple-families_15000_24999","South Dakota",4800.222
"2022","Percent_Married-couple-families_25000_34999","South Dakota",3
"2022","Total_Married-couple-families_25000_34999","South Dakota",5333.58
"2022","Percent_Married-couple-families_35000_49999","South Dakota",6.8
"2022","Total_Married-couple-families_35000_49999","South Dakota",12089.448
"2022","Percent_Married-couple-families_50000_74999","South Dakota",16
"2022","Total_Married-couple-families_50000_74999","South Dakota",28445.76
"2022","Percent_Married-couple-families_75000_99999","South Dakota",18.2
"2022","Total_Married-couple-families_75000_99999","South Dakota",32357.052
"2022","Percent_Married-couple-families_100000_149999","South Dakota",27.9
"2022","Total_Married-couple-families_100000_149999","South Dakota",49602.294
"2022","Percent_Married-couple-families_150000_199999","South Dakota",12.1
"2022","Total_Married-couple-families_150000_199999","South Dakota",21512.106
"2022","Percent_Married-couple-families_200000_or_more","South Dakota",11.5
"2022","Total_Married-couple-families_200000_or_more","South Dakota",20445.39
"2022","Married-couple-families_median_income_(dollars)","South Dakota",101659
"2022","Married-couple-families_mean_income_(dollars)","South Dakota",123656
"2022","Total_Nonfamily_households","South Dakota",143447
"2022","Percent_Nonfamily_households_Less_10000","South Dakota",9
"2022","Total_Nonfamily_households_Less_10000","South Dakota",12910.23
"2022","Percent_Nonfamily_households_10000_14999","South Dakota",7.8
"2022","Total_Nonfamily_households_10000_14999","South Dakota",11188.866
"2022","Percent_Nonfamily_households_15000_24999","South Dakota",12.5
"2022","Total_Nonfamily_households_15000_24999","South Dakota",17930.875
"2022","Percent_Nonfamily_households_25000_34999","South Dakota",12.7
"2022","Total_Nonfamily_households_25000_34999","South Dakota",18217.769
"2022","Percent_Nonfamily_households_35000_49999","South Dakota",16.8
"2022","Total_Nonfamily_households_35000_49999","South Dakota",24099.096
"2022","Percent_Nonfamily_households_50000_74999","South Dakota",19.6
"2022","Total_Nonfamily_households_50000_74999","South Dakota",28115.612
"2022","Percent_Nonfamily_households_75000_99999","South Dakota",9
"2022","Total_Nonfamily_households_75000_99999","South Dakota",12910.23
"2022","Percent_Nonfamily_households_100000_149999","South Dakota",7.9
"2022","Total_Nonfamily_households_100000_149999","South Dakota",11332.313
"2022","Percent_Nonfamily_households_150000_199999","South Dakota",2.1
"2022","Total_Nonfamily_households_150000_199999","South Dakota",3012.387
"2022","Percent_Nonfamily_households_200000_or_more","South Dakota",2.6
"2022","Total_Nonfamily_households_200000_or_more","South Dakota",3729.622
"2022","Nonfamily_households_median_income_(dollars)","South Dakota",42028
"2022","Nonfamily_households_mean_income_(dollars)","South Dakota",57250
"2023","Total_Households","South Dakota",378559
"2023","Percent_Households_Less_10000","South Dakota",4.3
"2023","Total_Households_Less_10000","South Dakota",16278.037
"2023","Percent_Households_10000_14999","South Dakota",3.5
"2023","Total_Households_10000_14999","South Dakota",13249.565
"2023","Percent_Households_15000_24999","South Dakota",7.1
"2023","Total_Households_15000_24999","South Dakota",26877.689
"2023","Percent_Households_25000_34999","South Dakota",7.5
"2023","Total_Households_25000_34999","South Dakota",28391.925
"2023","Percent_Households_35000_49999","South Dakota",11.8
"2023","Total_Households_35000_49999","South Dakota",44669.962
"2023","Percent_Households_50000_74999","South Dakota",18
"2023","Total_Households_50000_74999","South Dakota",68140.62
"2023","Percent_Households_75000_99999","South Dakota",13.8
"2023","Total_Households_75000_99999","South Dakota",52241.142
"2023","Percent_Households_100000_149999","South Dakota",18.6
"2023","Total_Households_100000_149999","South Dakota",70411.974
"2023","Percent_Households_150000_199999","South Dakota",7.6
"2023","Total_Households_150000_199999","South Dakota",28770.484
"2023","Percent_Households_200000_or_more","South Dakota",7.8
"2023","Total_Households_200000_or_more","South Dakota",29527.602
"2023","Households_median_income_(dollars)","South Dakota",71810
"2023","Household_mean_income_(dollars)","South Dakota",96650
"2023","Total_Families","South Dakota",231690
"2023","Percent_Families_Less_10000","South Dakota",2.3
